plant,disease,area_m2,severity,lat,lon,date
Potato,Common Scab,577,0.37,-1.1651,-78.4938,2026-03-04
Tomato,Spider Mites,2217,0.41,-3.9218,-79.2451,2025-09-30
Potato,Common Scab,2695,0.56,0.0279,-76.7226,2025-04-21
Tomato,Late Blight,1855,0.2,-0.9999,-77.7932,2025-10-08
Tomato,Target Spot,1167,0.39,-2.4408,-78.0288,2025-04-01
Potato,Late Blight,882,0.55,0.4987,-78.2769,2025-05-30
Potato,Early Blight,3489,0.57,0.3439,-78.0185,2025-12-21
Potato,Late Blight,2181,0.89,-2.1264,-79.729,2025-04-25
Tomato,Yellow Leaf Curl Virus,3043,0.33,0.2478,-76.7789,2026-02-26
Tomato,Target Spot,4303,0.33,-4.1553,-79.2178,2025-06-25
Potato,Common Scab,3378,0.25,-2.1259,-79.6705,2025-07-19
Potato,Late Blight,2145,0.1,-1.7608,-78.5136,2025-07-10
Tomato,Late Blight,4082,0.41,-1.744,-78.549,2025-09-06
Tomato,Late Blight,3345,0.51,-0.4623,-77.0818,2025-12-08
Potato,Common Scab,4750,0.35,-0.8615,-79.2162,2025-09-01
Tomato,Bacterial Spot,4972,0.26,-1.0247,-78.63,2026-01-28
Potato,Early Blight,1426,0.62,0.4726,-78.1146,2025-04-19
Potato,Common Scab,4854,0.82,-1.0789,-78.5501,2026-03-09
Potato,Early Blight,701,0.26,-1.9526,-79.7595,2025-11-28
Tomato,Spider Mites,2287,0.99,-1.2272,-78.4048,2025-12-16
Tomato,Spider Mites,369,0.15,-0.4937,-76.8293,2025-06-10
Tomato,Septoria Leaf Spot,1269,0.29,-0.2479,-78.7473,2025-08-29
Potato,Late Blight,4518,0.97,-1.6377,-78.6989,2025-08-11
Tomato,Bacterial Spot,972,0.48,0.1073,-76.8203,2026-01-18
Potato,Late Blight,979,0.48,0.063,-76.77,2025-12-08
Tomato,Yellow Leaf Curl Virus,1858,0.5,-2.3509,-78.0342,2025-03-27
Tomato,Septoria Leaf Spot,490,0.39,0.2992,-78.2709,2025-09-20
Potato,Common Scab,3844,0.86,-1.4345,-78.0146,2025-04-09
Potato,Black Scurf,4738,0.61,-0.9933,-78.8453,2025-08-11
Potato,Common Scab,349,0.78,-1.4623,-77.9862,2025-09-17
Tomato,Septoria Leaf Spot,3752,0.45,-3.7559,-79.0761,2026-01-03
Potato,Black Scurf,3169,0.45,-1.5412,-78.7052,2025-11-20
Potato,Black Scurf,4271,0.44,-1.4842,-78.5451,2025-12-21
Tomato,Bacterial Spot,654,0.29,-1.6767,-78.4378,2025-10-18
Tomato,Late Blight,1548,0.78,0.0454,-77.0456,2026-01-20
Tomato,Bacterial Spot,2115,0.53,-2.1905,-79.7775,2025-08-19
Potato,Black Scurf,613,0.89,-0.2631,-78.6543,2025-07-20
Tomato,Target Spot,1276,0.53,-2.2134,-78.0327,2026-02-24
Potato,Late Blight,3977,0.18,-1.2973,-78.3988,2025-10-04
Potato,Common Scab,2901,0.78,-1.7001,-78.8176,2026-03-21
Potato,Black Scurf,286,0.23,0.2554,-78.2345,2025-06-16
Tomato,Spider Mites,1466,0.51,-3.9821,-78.9459,2026-02-16
Tomato,Late Blight,2023,0.37,-2.2131,-79.5769,2025-12-30
Tomato,Septoria Leaf Spot,2902,0.45,-1.4557,-78.5302,2025-11-16
Tomato,Bacterial Spot,3558,0.36,-1.4699,-77.9505,2026-01-31
Potato,Black Scurf,3717,0.13,0.3366,-77.9903,2025-09-10
Tomato,Yellow Leaf Curl Virus,1892,1.0,0.1958,-77.0578,2025-05-05
Potato,Black Scurf,1283,0.18,0.328,-78.2246,2025-09-13
Tomato,Target Spot,3036,0.73,-2.5243,-78.0028,2025-08-17
Tomato,Bacterial Spot,502,0.57,-1.1043,-79.6517,2025-07-15
Potato,Early Blight,4021,0.56,-4.0348,-79.4058,2025-10-30
Tomato,Target Spot,1243,0.21,-3.991,-79.0156,2025-05-24
Potato,Black Scurf,2066,0.12,-1.1013,-79.4739,2026-01-13
Tomato,Leaf Mold,3472,0.22,-3.0233,-78.9459,2025-10-24
Tomato,Late Blight,2152,0.22,-1.0151,-78.6907,2025-03-27
Potato,Early Blight,778,0.99,-1.4509,-78.0242,2025-06-01
Potato,Common Scab,1505,0.41,-2.3009,-78.1076,2025-04-21
Tomato,Spider Mites,1235,0.5,-1.0725,-80.4474,2025-08-02
Tomato,Septoria Leaf Spot,704,0.78,-1.2182,-78.5607,2025-05-29
Potato,Late Blight,1092,0.29,-1.5109,-78.5637,2025-08-09
Potato,Common Scab,956,0.61,-2.176,-79.7475,2025-10-04
Tomato,Late Blight,2105,0.56,-1.0489,-80.1471,2026-03-19
Potato,Black Scurf,3924,0.26,-0.1555,-76.9854,2025-10-08
Potato,Early Blight,1200,0.64,-2.044,-79.7543,2026-01-21
Potato,Late Blight,1796,0.59,-2.0836,-79.9472,2026-01-28
Potato,Late Blight,3674,0.23,0.399,-78.3283,2026-02-27
Tomato,Target Spot,1192,0.59,0.0281,-76.9889,2025-06-26
Potato,Black Scurf,3973,0.55,-3.1513,-79.1749,2025-06-02
Tomato,Yellow Leaf Curl Virus,3210,0.84,-1.0093,-79.2673,2025-07-10
Tomato,Spider Mites,1179,0.31,-2.412,-77.9872,2026-01-09
Tomato,Septoria Leaf Spot,3236,0.64,-2.0436,-79.7881,2025-05-08
Potato,Black Scurf,2570,0.94,-1.2025,-80.524,2025-10-06
Tomato,Spider Mites,1740,0.85,-2.8519,-79.0097,2025-05-30
Tomato,Late Blight,4589,0.44,-1.7845,-78.3931,2025-09-08
Tomato,Yellow Leaf Curl Virus,4623,0.73,-1.1239,-80.2647,2025-06-09
Tomato,Septoria Leaf Spot,1416,0.43,-0.33,-78.5216,2025-06-18
Potato,Black Scurf,1821,0.65,-1.0934,-80.5288,2025-12-31
Potato,Early Blight,3377,0.13,-2.835,-78.97,2026-01-29
Tomato,Yellow Leaf Curl Virus,1881,0.78,-0.0925,-77.0359,2025-08-15
Tomato,Leaf Mold,1880,0.9,-0.0049,-76.8542,2025-04-12
Tomato,Bacterial Spot,151,0.55,-0.5643,-77.141,2025-05-23
Tomato,Target Spot,2298,0.9,-0.1579,-78.3857,2025-09-22
Potato,Late Blight,2251,0.69,0.1421,-76.8683,2025-11-06
Tomato,Septoria Leaf Spot,2021,0.93,-0.5601,-76.8316,2025-10-07
Potato,Black Scurf,3216,0.34,-2.1494,-79.5786,2025-06-14
Tomato,Leaf Mold,4117,0.23,-3.9286,-79.2647,2026-02-10
Potato,Late Blight,2194,0.74,-0.4626,-76.8391,2026-03-12
Tomato,Yellow Leaf Curl Virus,4787,0.57,0.2613,-78.1016,2025-07-25
Tomato,Yellow Leaf Curl Virus,4046,0.44,-0.4077,-78.4632,2025-07-27
Potato,Common Scab,4867,0.46,-2.202,-78.1302,2025-11-03
Tomato,Late Blight,3173,0.11,-4.056,-79.1373,2025-07-16
Tomato,Bacterial Spot,2190,0.44,-2.9261,-79.1988,2025-11-30
Potato,Late Blight,925,0.13,-1.4764,-77.9323,2025-12-17
Potato,Late Blight,678,0.62,-1.6065,-78.5547,2025-07-09
Tomato,Bacterial Spot,2866,0.62,-1.0323,-80.3154,2025-10-15
Tomato,Yellow Leaf Curl Virus,2115,0.53,-0.3721,-76.6873,2025-03-27
Tomato,Leaf Mold,2620,0.32,-2.7745,-78.9942,2025-05-31
Tomato,Bacterial Spot,2184,0.84,-3.9195,-79.271,2025-06-24
Potato,Common Scab,3451,0.15,0.0283,-76.9318,2025-08-20
Tomato,Bacterial Spot,3343,0.86,-1.4743,-78.7155,2025-05-03
Potato,Late Blight,2091,0.53,-2.8627,-78.9697,2025-11-17
Tomato,Target Spot,1500,0.12,-0.8912,-77.7789,2026-03-11
Tomato,Bacterial Spot,3066,0.3,-0.095,-76.8843,2025-08-13
Potato,Common Scab,3860,0.11,-2.3266,-79.757,2025-04-03
Tomato,Bacterial Spot,1466,0.57,-1.3644,-78.4949,2025-04-18
Potato,Late Blight,4374,0.87,-0.3826,-76.9187,2025-10-07
Potato,Common Scab,2640,0.28,0.1916,-77.9998,2025-08-20
Tomato,Bacterial Spot,2971,0.89,-2.2228,-78.1878,2025-10-08
Tomato,Leaf Mold,2993,0.43,-2.247,-79.7818,2025-06-02
Potato,Common Scab,4219,0.72,0.0563,-76.9036,2025-11-18
Tomato,Late Blight,4484,0.86,-1.8192,-78.6072,2025-10-23
Potato,Black Scurf,3068,0.17,-0.9548,-78.6418,2025-08-23
Potato,Black Scurf,3577,0.42,0.3095,-78.1588,2025-08-13
Potato,Black Scurf,898,0.83,0.2889,-76.8154,2026-01-01
Potato,Late Blight,4919,0.58,-1.0776,-80.2159,2025-12-27
Tomato,Leaf Mold,4425,0.76,-1.5972,-78.6312,2025-11-11
Potato,Early Blight,487,0.75,-1.3778,-78.6656,2025-08-17
Potato,Early Blight,3420,0.62,-2.2103,-78.1504,2025-11-14
Tomato,Spider Mites,3515,0.97,-1.1541,-78.7493,2026-01-30
Potato,Late Blight,748,0.54,-1.5526,-77.9989,2025-08-31
Tomato,Late Blight,595,0.82,-2.0791,-80.0319,2025-08-09
Tomato,Target Spot,1330,0.9,0.3518,-78.084,2025-04-25
Potato,Early Blight,3172,0.54,-2.0707,-79.7543,2025-09-17
Tomato,Bacterial Spot,1859,0.72,-2.3931,-78.1259,2025-04-18
Tomato,Yellow Leaf Curl Virus,2250,0.76,-1.1945,-80.3065,2025-04-02
Potato,Early Blight,709,0.96,-0.223,-78.5636,2025-08-07
Tomato,Bacterial Spot,4545,0.76,-1.2684,-78.516,2025-10-27
Tomato,Septoria Leaf Spot,1675,0.3,-1.0856,-77.96,2025-11-15
Potato,Common Scab,772,0.55,-2.2216,-79.6536,2025-11-14
Potato,Common Scab,802,0.9,0.5117,-78.2343,2025-07-17
Tomato,Septoria Leaf Spot,2978,0.66,0.4755,-78.0587,2025-06-01
Tomato,Leaf Mold,4219,0.94,-1.7104,-78.721,2025-06-22
Tomato,Leaf Mold,1011,0.43,-0.2462,-78.73,2025-07-16
Tomato,Late Blight,4847,0.64,-3.9592,-79.1513,2026-02-06
Tomato,Leaf Mold,3397,0.32,-0.8993,-78.4497,2025-05-08
Potato,Common Scab,3372,0.25,-2.0584,-79.8425,2025-09-03
Potato,Early Blight,4397,0.46,-2.2253,-79.8204,2026-02-21
Tomato,Bacterial Spot,2558,0.15,-4.2118,-79.1372,2025-08-11
Potato,Black Scurf,196,0.74,-1.5024,-78.7924,2025-05-26
Tomato,Late Blight,1454,0.66,-2.0856,-79.8036,2026-02-11
Tomato,Bacterial Spot,1261,0.36,-2.3374,-79.7129,2025-07-11
Tomato,Septoria Leaf Spot,75,0.35,-0.8778,-80.2828,2025-11-07
Tomato,Yellow Leaf Curl Virus,1666,0.85,-2.9033,-78.9156,2025-09-06
Potato,Black Scurf,727,0.45,-3.9723,-79.2868,2026-01-31
Tomato,Bacterial Spot,1058,0.95,-0.1096,-78.4675,2025-10-01
Tomato,Bacterial Spot,4890,1.0,-1.1638,-78.8403,2025-12-24
Potato,Common Scab,1857,0.75,-2.2738,-79.7017,2025-05-07
Tomato,Leaf Mold,1007,0.61,-0.5901,-77.1146,2025-09-23
Potato,Late Blight,4594,0.91,-0.557,-77.304,2025-12-24
Tomato,Spider Mites,808,0.91,-2.272,-77.9713,2025-12-08
Tomato,Yellow Leaf Curl Virus,3629,0.37,-3.9428,-79.0697,2025-11-16
Tomato,Target Spot,1429,0.53,-1.0327,-79.3941,2025-12-31
Tomato,Spider Mites,4679,0.51,-1.5669,-78.1425,2025-12-13
Tomato,Spider Mites,552,0.68,0.2016,-76.8677,2025-04-16
Potato,Early Blight,2457,0.78,-0.9586,-78.7885,2025-12-14
Tomato,Bacterial Spot,3856,0.41,-1.162,-78.667,2025-11-23
Potato,Black Scurf,4442,0.52,-0.3216,-78.4909,2026-01-08
Tomato,Spider Mites,955,0.62,-0.8997,-78.6082,2025-03-29
Tomato,Target Spot,2653,0.39,-2.757,-79.16,2025-11-09
Potato,Black Scurf,1986,0.49,-0.6577,-78.6905,2025-10-16
Tomato,Septoria Leaf Spot,4716,0.21,-1.5543,-78.4663,2025-10-29
Tomato,Septoria Leaf Spot,4732,0.85,-2.2096,-79.8053,2026-03-06
Tomato,Bacterial Spot,4869,0.34,-2.83,-78.9055,2025-10-17
Tomato,Leaf Mold,1338,0.14,-0.1704,-78.5738,2026-02-14
Potato,Late Blight,2799,0.85,-2.2417,-79.684,2025-10-28
Potato,Late Blight,4231,0.9,-0.3693,-78.4284,2025-09-17
Tomato,Yellow Leaf Curl Virus,2711,0.12,-1.0254,-78.6743,2025-06-29
Tomato,Target Spot,1684,0.39,-1.0492,-77.8323,2025-08-26
Potato,Black Scurf,494,0.92,-3.9076,-79.3127,2025-09-03
Tomato,Leaf Mold,4557,0.14,-0.97,-78.678,2025-06-19
Tomato,Spider Mites,618,0.31,-1.1215,-78.6871,2026-03-17
Tomato,Leaf Mold,1166,0.25,-1.1025,-80.4266,2026-01-27
Tomato,Spider Mites,4543,0.94,-0.9444,-78.6887,2025-06-26
Potato,Common Scab,890,0.32,-0.9984,-80.2835,2026-01-24
Tomato,Late Blight,312,0.33,-3.0223,-78.894,2025-05-18
Tomato,Bacterial Spot,4033,0.65,-0.1631,-78.6969,2025-04-13
Tomato,Target Spot,4213,0.96,-0.436,-76.8369,2025-06-09
Tomato,Spider Mites,1155,0.99,-1.0924,-79.7568,2025-10-14
Tomato,Septoria Leaf Spot,3838,0.99,-1.2475,-78.9301,2025-06-10
Potato,Late Blight,4185,0.15,-0.2903,-78.6161,2025-09-27
Tomato,Yellow Leaf Curl Virus,3478,0.58,-3.0617,-78.9836,2025-11-20
Potato,Common Scab,280,0.18,-2.17,-77.8202,2026-01-16
Tomato,Yellow Leaf Curl Virus,3791,0.17,-1.17,-78.8186,2026-03-04
Potato,Late Blight,4123,0.62,-1.6683,-78.7672,2025-05-01
Potato,Common Scab,1839,0.78,-0.8114,-78.6753,2025-12-16
Potato,Common Scab,1005,0.96,-0.2201,-78.523,2025-04-21
Potato,Black Scurf,752,0.24,-1.6672,-78.5912,2026-01-05
Potato,Common Scab,452,0.12,-0.9073,-79.4418,2025-05-12
Potato,Black Scurf,267,0.21,-1.1537,-79.5001,2025-11-08
Potato,Common Scab,401,0.98,0.3832,-77.9947,2025-05-31
Potato,Common Scab,3271,0.38,-1.0194,-77.7789,2025-07-25
Tomato,Yellow Leaf Curl Virus,4550,0.64,-3.8702,-79.1421,2026-01-28
Tomato,Spider Mites,1774,0.24,-1.5613,-78.5952,2025-07-19
Potato,Common Scab,4264,0.93,-1.8148,-78.5623,2025-07-23
Potato,Common Scab,2998,0.97,-1.0805,-80.4108,2025-10-24
Tomato,Target Spot,2961,0.64,-0.9651,-79.4555,2025-06-01
Potato,Early Blight,3553,0.95,-2.2929,-78.2165,2025-09-16
Potato,Early Blight,1565,0.11,-3.0154,-78.9877,2026-01-04
Tomato,Target Spot,277,0.16,-1.3454,-78.7635,2025-04-25
Tomato,Spider Mites,2220,0.42,-0.5402,-77.186,2025-11-01
Tomato,Target Spot,51,0.81,-0.4727,-76.8684,2025-05-17
Potato,Early Blight,1288,0.98,-2.1983,-78.0786,2026-01-10
Potato,Common Scab,1006,0.99,-0.0911,-76.8104,2025-07-29
Tomato,Late Blight,4250,0.65,-0.3531,-76.7696,2025-07-29
Tomato,Septoria Leaf Spot,2326,0.95,-2.357,-78.1111,2025-09-17
Tomato,Target Spot,2145,0.12,-1.354,-78.5064,2025-10-30
Potato,Early Blight,3009,0.61,-1.5288,-78.2224,2025-09-25
Potato,Early Blight,3952,0.19,-1.0939,-80.3575,2026-02-28
Tomato,Bacterial Spot,385,0.88,-0.9289,-78.5794,2026-01-10
Tomato,Spider Mites,752,0.14,0.0637,-76.8442,2025-12-09
Tomato,Bacterial Spot,4281,0.77,0.5013,-78.0501,2025-11-02
Potato,Early Blight,3705,0.62,-0.9815,-80.0954,2025-04-20
Potato,Common Scab,421,0.7,0.3581,-78.073,2025-08-29
Tomato,Target Spot,4469,0.31,-1.5054,-77.9242,2026-01-07
Potato,Early Blight,2068,0.72,-0.3554,-78.3652,2026-01-18
Potato,Black Scurf,2201,0.99,-1.6174,-78.7111,2025-09-11
Potato,Black Scurf,3349,0.84,-2.9218,-78.9382,2025-05-24
Potato,Late Blight,4283,0.76,-0.5359,-76.8237,2026-01-18
Potato,Black Scurf,4302,0.99,-1.743,-78.6477,2026-03-07
Tomato,Septoria Leaf Spot,4651,0.3,-0.4022,-77.0953,2025-10-26
Tomato,Spider Mites,3373,0.23,-0.8127,-80.2869,2026-02-08
Potato,Common Scab,4157,0.87,-1.0592,-78.7813,2026-01-24
Tomato,Late Blight,3898,0.15,-0.2086,-78.5759,2026-01-02
Potato,Early Blight,1688,0.79,-0.1236,-78.5555,2025-04-03
Tomato,Bacterial Spot,4709,0.55,-1.0353,-78.587,2025-11-11
Potato,Common Scab,2134,0.87,-1.3553,-78.1447,2025-10-09
Tomato,Target Spot,4978,0.26,-1.0246,-78.6767,2025-12-01
Tomato,Septoria Leaf Spot,1501,0.74,-1.0883,-79.3967,2026-01-15
Potato,Early Blight,4037,0.26,-0.3656,-77.1575,2025-09-08
Tomato,Leaf Mold,892,0.16,-1.618,-78.6638,2026-03-20
Potato,Common Scab,3582,0.67,-0.0325,-78.5528,2025-08-22
Potato,Late Blight,4701,0.71,-1.6574,-78.7093,2025-09-23
Tomato,Bacterial Spot,1025,0.67,-1.0581,-80.4351,2025-10-03
Tomato,Target Spot,1833,0.52,-0.9751,-79.3315,2026-01-23
Potato,Common Scab,4494,0.49,-1.5229,-77.8353,2025-05-18
Tomato,Bacterial Spot,1472,0.61,-2.1728,-77.991,2025-05-02
Tomato,Bacterial Spot,2411,0.19,-3.7707,-79.2766,2025-11-14
Potato,Late Blight,2400,0.9,0.0618,-76.6967,2025-05-04
Tomato,Septoria Leaf Spot,4375,0.53,-3.798,-78.8749,2025-05-14
Potato,Black Scurf,2591,0.58,-0.0405,-76.9227,2026-03-19
Tomato,Spider Mites,1293,0.98,-2.9948,-79.0332,2025-04-29
Tomato,Late Blight,103,0.26,-1.0442,-78.4233,2025-12-10
Potato,Black Scurf,4483,0.68,-0.2368,-78.3082,2025-06-08
Tomato,Late Blight,4409,0.57,0.1676,-77.0383,2026-02-13
Potato,Late Blight,1468,0.15,-2.1541,-78.0888,2025-12-24
Tomato,Leaf Mold,4067,0.18,0.169,-76.8694,2025-07-23
Potato,Late Blight,242,0.21,-1.4834,-77.978,2025-04-09
Potato,Early Blight,4608,0.32,-3.8583,-79.2582,2025-11-05
Potato,Common Scab,4799,0.73,-0.9581,-78.5352,2026-01-08
Potato,Black Scurf,4873,0.76,-0.962,-77.9496,2025-12-10
Potato,Early Blight,2415,0.95,-3.8504,-79.244,2026-01-15
Tomato,Septoria Leaf Spot,1338,0.83,-2.9591,-79.0011,2025-06-12
Tomato,Bacterial Spot,672,0.36,-1.1502,-80.2596,2025-09-17
Tomato,Leaf Mold,124,0.78,-1.6366,-78.6173,2025-05-10
Potato,Late Blight,3780,0.24,-0.3146,-77.124,2025-09-12
Potato,Early Blight,3424,0.13,-2.9133,-79.0991,2025-11-23
Potato,Early Blight,3201,0.67,-0.8774,-78.6686,2025-09-15
Tomato,Target Spot,4994,0.31,-1.3386,-78.0345,2025-09-13
Tomato,Late Blight,4482,0.53,-1.6147,-78.5743,2026-01-21
Potato,Late Blight,1281,0.84,-0.477,-76.8359,2025-10-05
Potato,Black Scurf,2296,0.44,-1.18,-78.5499,2025-06-30
Potato,Early Blight,218,0.7,-2.4578,-77.8594,2025-06-29
Tomato,Spider Mites,2584,0.54,0.0702,-76.9775,2026-01-25
Tomato,Target Spot,3916,0.87,-0.2659,-78.6329,2025-05-27
Tomato,Target Spot,1171,0.47,-1.014,-78.6644,2025-06-27
Tomato,Bacterial Spot,4945,0.4,-2.7647,-78.7737,2025-04-14
Tomato,Spider Mites,4324,0.74,-3.9567,-79.0857,2025-06-12
Potato,Late Blight,921,0.83,-1.0517,-80.316,2025-07-30
Tomato,Bacterial Spot,805,0.12,-2.2267,-79.8294,2025-12-03
Tomato,Bacterial Spot,473,0.17,-4.061,-79.2354,2025-10-27
Potato,Black Scurf,717,0.96,-1.0698,-80.1958,2026-03-22
Tomato,Leaf Mold,1658,0.52,-2.718,-79.04,2025-07-22
Tomato,Target Spot,2973,0.32,-0.1629,-76.9134,2025-06-05
Potato,Common Scab,4546,0.34,-1.2259,-79.5415,2025-09-18
Potato,Common Scab,209,0.7,-1.1148,-78.5981,2025-05-19
Tomato,Late Blight,1639,0.55,-2.2623,-78.1176,2025-06-01
Potato,Early Blight,4793,0.17,-0.0878,-78.4794,2025-06-23
Tomato,Leaf Mold,409,0.19,-0.5276,-77.1792,2025-12-05
Potato,Black Scurf,915,0.31,-0.9395,-78.62,2025-11-19
Tomato,Spider Mites,2658,0.52,0.2768,-78.2579,2025-04-29
Tomato,Spider Mites,647,0.65,-1.4891,-77.9754,2025-08-07
Potato,Common Scab,4092,0.97,-0.8703,-78.8147,2025-07-14
Tomato,Yellow Leaf Curl Virus,923,0.37,0.1294,-76.7229,2025-06-16
Tomato,Bacterial Spot,4943,0.39,-3.0276,-78.878,2025-06-18
Potato,Late Blight,441,0.32,-4.0735,-79.2924,2025-10-21
Potato,Early Blight,935,0.39,-1.7272,-78.7467,2025-10-06
Tomato,Leaf Mold,4463,0.55,-0.4283,-76.9582,2025-11-23
Potato,Early Blight,4820,0.29,-1.0225,-80.2015,2025-10-07
Tomato,Spider Mites,2016,0.52,-0.437,-76.8666,2025-07-17
Tomato,Septoria Leaf Spot,2363,0.32,-1.4235,-78.63,2025-09-11
Potato,Late Blight,4648,0.53,-2.2834,-79.8059,2025-04-15
Potato,Early Blight,415,0.89,-1.2013,-78.6687,2025-10-31
Potato,Late Blight,1578,0.45,0.1625,-76.9328,2025-09-19
Tomato,Spider Mites,3348,0.4,-2.1147,-79.86,2026-02-06
Potato,Late Blight,2870,0.75,-2.3255,-79.7956,2026-02-13
Potato,Black Scurf,1274,0.79,-0.9722,-79.1592,2025-04-22
Potato,Early Blight,2622,0.21,0.0249,-76.9579,2025-05-18
Potato,Common Scab,1268,0.21,0.3341,-78.3767,2025-09-21
Potato,Late Blight,3045,0.13,0.1133,-76.8152,2025-06-30
Tomato,Spider Mites,1094,0.36,-2.3191,-78.1612,2025-08-26
Tomato,Target Spot,3506,0.84,0.0658,-78.1077,2025-12-05
Potato,Late Blight,1610,0.19,-0.3932,-78.7564,2025-06-14
Potato,Late Blight,4124,0.77,-0.418,-77.0293,2025-07-12
Tomato,Target Spot,4640,0.65,-1.0246,-78.7475,2025-08-15
Potato,Late Blight,4938,0.88,-1.2826,-78.3045,2025-11-19
Potato,Common Scab,536,0.22,-1.52,-78.6484,2025-11-01
Potato,Late Blight,1729,0.24,-1.0567,-78.9122,2025-12-31
Tomato,Septoria Leaf Spot,2881,0.56,-2.9539,-78.9251,2025-11-18
Potato,Common Scab,325,0.15,-2.1476,-79.7968,2025-10-16
Tomato,Target Spot,137,0.78,-2.283,-78.1534,2025-05-02
Tomato,Septoria Leaf Spot,1629,0.86,-1.0248,-79.2602,2025-04-19
Tomato,Yellow Leaf Curl Virus,4673,0.78,-0.9462,-78.6908,2025-08-24
Potato,Late Blight,3662,1.0,-3.7768,-79.1671,2025-06-24
Tomato,Late Blight,637,0.64,0.3135,-78.0194,2026-03-07
Potato,Late Blight,2543,0.66,-0.2587,-78.3715,2025-07-06
Tomato,Bacterial Spot,2032,0.89,-1.0872,-79.6067,2025-08-09
Tomato,Yellow Leaf Curl Virus,3783,0.47,-0.6388,-78.6492,2025-12-14
Tomato,Yellow Leaf Curl Virus,4960,0.34,-0.9305,-79.5406,2025-07-23
Tomato,Septoria Leaf Spot,2258,0.96,-1.1261,-80.5095,2025-09-09
Tomato,Target Spot,4800,0.58,-0.0684,-76.7087,2025-07-27
Potato,Early Blight,3896,0.44,-1.7685,-78.7517,2025-06-19
Tomato,Yellow Leaf Curl Virus,3670,0.4,-0.1504,-78.7238,2026-02-01
Tomato,Septoria Leaf Spot,4072,0.43,-0.8926,-78.6988,2025-12-29
Tomato,Late Blight,2509,0.77,-0.417,-76.9183,2025-08-07
Tomato,Septoria Leaf Spot,3530,0.71,-2.1805,-79.9524,2025-10-25
Potato,Common Scab,1490,0.34,0.1664,-76.8259,2025-06-26
Potato,Early Blight,1959,0.53,-2.8103,-79.091,2025-09-15
Potato,Late Blight,3369,0.53,-1.9851,-79.7454,2025-07-04
Potato,Black Scurf,3647,0.48,-1.3646,-77.9712,2025-05-05
Potato,Early Blight,729,0.34,-0.9876,-77.7274,2025-10-21
Potato,Late Blight,3583,0.36,0.0387,-76.8032,2026-03-21
Potato,Early Blight,4011,0.44,-0.9576,-77.9083,2025-10-05
Potato,Late Blight,1984,0.34,-1.0239,-79.5105,2025-04-21
Tomato,Spider Mites,328,0.52,-3.0545,-79.0469,2025-10-04
Tomato,Spider Mites,689,0.68,-2.1438,-79.5266,2025-11-12
Potato,Late Blight,4456,0.64,-1.0748,-78.7669,2025-12-02
Potato,Early Blight,1488,0.14,0.4246,-78.1288,2025-06-02
Tomato,Target Spot,3405,0.88,-0.1695,-78.6121,2025-09-06
Potato,Late Blight,3840,0.61,-0.9611,-80.1722,2025-05-01
Tomato,Target Spot,2842,0.99,-1.0786,-80.3348,2026-01-06
Potato,Common Scab,4972,0.67,-1.2785,-78.5553,2025-08-21
Potato,Late Blight,134,0.97,-0.94,-79.4136,2026-01-29
Tomato,Target Spot,3382,0.71,-2.2431,-78.0422,2025-06-30
Potato,Common Scab,3938,0.19,-0.2738,-76.7225,2026-02-19
Potato,Early Blight,1376,0.85,-0.9342,-78.6788,2025-07-31
Tomato,Target Spot,1454,0.83,0.1972,-76.7831,2025-08-02
Tomato,Target Spot,4821,0.68,-1.8063,-78.5836,2025-04-12
Potato,Common Scab,3042,0.71,-4.0525,-79.3729,2025-09-14
Potato,Early Blight,267,0.51,-1.3421,-78.6821,2026-01-02
Tomato,Spider Mites,1078,0.43,-0.8523,-79.3541,2025-09-06
Tomato,Septoria Leaf Spot,4698,0.17,0.3024,-76.6596,2025-07-21
Tomato,Leaf Mold,2486,0.65,-1.2796,-78.6177,2025-08-15
Potato,Early Blight,636,0.25,-1.0595,-79.4935,2025-09-17
Potato,Black Scurf,186,0.19,-1.585,-78.6195,2026-02-12
Potato,Early Blight,1012,0.71,-1.4572,-77.7443,2026-03-16
Potato,Early Blight,882,0.72,-0.5063,-77.1123,2025-05-25
Tomato,Yellow Leaf Curl Virus,3472,0.22,-0.988,-79.4896,2025-12-22
Tomato,Spider Mites,254,0.29,-0.8983,-78.185,2026-03-09
Tomato,Bacterial Spot,2688,0.17,-3.0174,-78.8881,2026-01-18
Tomato,Late Blight,4874,0.63,-0.9708,-80.1972,2025-09-07
Potato,Early Blight,774,0.6,-1.5083,-78.013,2025-09-02
Tomato,Target Spot,4447,0.88,-1.4489,-78.0429,2025-05-09
Tomato,Septoria Leaf Spot,4638,0.58,-1.0209,-78.5257,2025-05-17
Potato,Late Blight,2380,0.72,-0.349,-77.0754,2025-12-15
Potato,Common Scab,1711,0.93,-4.1826,-79.1817,2025-12-12
Potato,Late Blight,456,0.93,-0.9901,-80.2185,2025-08-02
Potato,Black Scurf,1847,0.33,-1.0861,-78.6929,2025-12-05
Tomato,Spider Mites,4167,0.62,0.2135,-78.0426,2025-12-11
Potato,Early Blight,2166,0.73,-1.8432,-78.5576,2026-02-09
Potato,Early Blight,4034,0.6,-0.2026,-78.5449,2026-01-06
Potato,Early Blight,4541,0.15,-1.2522,-78.7451,2025-04-12
Tomato,Septoria Leaf Spot,2884,0.35,-2.2746,-79.8692,2026-02-10
